City,Latitude,Longitude,Region,Country,Nwind_speed,AirQuality,WaterPollution,RealWater,wind_speed,wind_direction
Piura,-5.1782884,-80.6548882,Piura,Peru,50.6,25,75,25,5.06,222
Johor Bahru,1.492659,103.7413591,Johor,Malaysia,5.1,50,56.25,43.75,0.51,280
Geelong,-38.1492994,144.3598426,Victoria,Australia,62.6,83.33333333,23.80952381,76.19047619,6.26,287
Kelowna,49.8879519,-119.4960106,British Columbia,Canada,30.9,79.87804878,32.43243243,67.56756757,3.09,170
Peoria,40.6936488,-89.5889864,Illinois,United States of America,36,96.875,29.16666667,70.83333333,3.6,270
Gisborne,-38.6640913,178.0227931,,New Zealand,26.6,0,75,25,2.66,340
Aberdeen,46.9753708,-123.8157218,Washington,United States of America,41.2,100,0,100,4.12,270
Rockford,42.2711311,-89.0939952,Illinois,United States of America,41.2,60.71428571,60,40,4.12,210
Vancouver,45.6280277,-122.673865,Washington,United States of America,30.9,73.07692308,29.80769231,70.19230769,3.09,300
Erie,42.1292241,-80.085059,Pennsylvania,United States of America,51.4,80,100,0,5.14,200
Chelm,51.1431232,23.4711986,Lublin Voivodeship,Poland,36.7,50,50,50,3.67,136
Hollywood,26.0112014,-80.1494901,Florida,United States of America,66.9,100,37.5,62.5,6.69,190
Al Ain,24.1301619,55.8023118,Emirate of Abu Dhabi,United Arab Emirates,17.7,44.79166667,38.88888889,61.11111111,1.77,37
Suwalki,54.1115218,22.9307881,Podlaskie Voivodeship,Poland,25.5,87.5,50,50,2.55,129
Aberdeen,45.4646985,-98.4864829,South Dakota,United States of America,61.7,50,83.33333333,16.66666667,6.17,30
Tunja,5.5446422,-73.3575572,Boyaca Department,Colombia,20.4,100,75,25,2.04,154
Solapur,17.6599188,75.9063906,Maharashtra,India,61.1,20.83333333,73.07692308,26.92307692,6.11,180
Reading,40.3356483,-75.9268747,Pennsylvania,United States of America,51.4,87.5,50,50,5.14,200
Brunswick,44.7281752,-71.6749551,Vermont,United States of America,31.1,100,37.5,62.5,3.11,327
Nakuru,-0.3030988,36.080026,,Kenya,20.8,75,25,75,2.08,172
Kitwe,-12.8231947,28.2175744,Copperbelt Province,Zambia,41.5,0,100,0,4.15,139
Columbus,32.4609764,-84.9877094,Georgia,United States of America,30.9,82.5,45,55,3.09,180
Mission,26.2159066,-98.3252932,Texas,United States of America,82.3,100,0,100,8.23,130
Bauru,-22.3155297,-49.0708221,Sao Paulo,Brazil,36,58.33333333,50,50,3.6,350
Plasencia,40.0420955,-6.0838065,Extremadura,Spain,40.9,75,50,50,4.09,277
Huntington,38.4192496,-82.445154,West Virginia,United States of America,17.9,75,25,75,1.79,150
Kingsport,36.548434,-82.5618186,Tennessee,United States of America,15.4,56.25,93.75,6.25,1.54,180
Givet,50.136386,4.824387,,France,25.7,100,50,50,2.57,250
Bhilai,21.1938475,81.3509416,Chhattisgarh,India,47.1,34.82142857,55.68181818,44.31818182,4.71,238
Abeche,13.8359124,20.8433709,Ouaddai Region,Chad,25,62.5,37.5,62.5,2.5,50
Sremska Mitrovica,44.979777,19.6102033,,Serbia,26.1,75,12.5,87.5,2.61,270
Ponta Grossa,-25.0995752,-50.1583959,Parana,Brazil,35.2,62.5,37.5,62.5,3.52,326
Bhavnagar,21.7644725,72.1519304,Gujarat,India,56.9,61.36363636,61.9047619,38.0952381,5.69,245
Jhansi,25.4484257,78.5684594,Uttar Pradesh,India,42.5,47.82608696,69.73684211,30.26315789,4.25,263
Naperville,41.7508391,-88.1535352,Illinois,United States of America,46.3,83.33333333,12.5,87.5,4.63,210
Morogoro,-6.8277556,37.6591144,,Tanzania,12.3,66.66666667,100,0,1.23,226
Gujranwala,32.1876919,74.1944529,Punjab,Pakistan,23.6,18.05555556,54.41176471,45.58823529,2.36,295
Khulna,22.845641,89.5403279,Khulna Division,Bangladesh,42.1,45.83333333,39.28571429,60.71428571,4.21,175
Changwon,35.4606,128.2132,South Gyeongsang,South Korea,9.9,31.25,75,25,0.99,22
Bucaramanga,7.119349,-73.1227416,Santander Department,Colombia,36,40,25,75,3.6,310
Nishinomiya,34.7376029,135.3415109,Hyogo Prefecture,Japan,10.3,62.5,50,50,1.03,0
Setif,36.1897593,5.4107984,Setif Province,Algeria,20.6,50,100,0,2.06,180
Burnaby,49.2488091,-122.9805104,British Columbia,Canada,25.7,77.77777778,41.07142857,58.92857143,2.57,180
Clearwater,27.9658533,-82.8001026,Florida,United States of America,51.4,85.71428571,35.71428571,64.28571429,5.14,270
Dhanbad,23.7956531,86.4303859,Jharkhand,India,52.8,20.19230769,64.13043478,35.86956522,5.28,166
Bani Walid,31.7975831,14.053676,Misrata District,Libya,37.4,100,50,50,3.74,18
Tabuk,28.3835079,36.5661908,Tabuk Province,Saudi Arabia,41.2,50,25,75,4.12,260
Taichung,24.1631651,120.6746691,,Taiwan,25.7,22.79411765,75.79365079,24.20634921,2.57,160
Lewes,50.873872,0.00878,England,United Kingdom,17.9,100,0,100,1.79,256
Wuwei,37.9281999,102.63797,Gansu,People's Republic of China,13.4,0,50,50,1.34,275
Traralgon,-38.1940197,146.5336107,Victoria,Australia,33.7,75,50,50,3.37,298
Olaine,56.789674,23.9295799,Olaine Municipality,Latvia,15.4,100,0,100,1.54,340
Keelung,25.1275997,121.7391815,Taiwan Province,Taiwan,15.4,50,50,50,1.54,280
Bharatpur,27.670626,84.4384613,Bagmati,Nepal,3.2,87.5,12.5,87.5,0.32,57
Sochaczew,52.2293372,20.238359,Masovian Voivodeship,Poland,25.6,37.5,50,50,2.56,212
Bad Ischl,47.7123805,13.6209459,Upper Austria,Austria,9.8,85,50,50,0.98,130
Knysna,-34.0350856,23.0464693,Western Cape,South Africa,21.3,100,25,75,2.13,24
Amstetten,48.12502,14.86934,Lower Austria,Austria,3.7,62.5,50,50,0.37,165
Vocklabruck,48.00334,13.65613,Upper Austria,Austria,5.4,100,50,50,0.54,182
Gaya,24.7913957,85.0002336,Bihar,India,29.5,0,50,50,2.95,102
Simbach am Inn,48.2675863,13.0273628,Bavaria,Germany,11.8,100,50,50,1.18,227
Clifton,40.8584328,-74.1637553,New Jersey,United States of America,61.7,100,0,100,6.17,190
Jammu,32.7266016,74.8570259,Jammu and Kashmir,India,17.5,44.76744186,62.82051282,37.17948718,1.75,22
Hallein,47.68248,13.10037,Salzburg,Austria,15.4,100,50,50,1.54,340
Abensberg,48.8177181,11.8507867,Bavaria,Germany,5.3,100,50,50,0.53,250
Bunbury,-33.3270366,115.6408605,Western Australia,Australia,66.4,100,0,100,6.64,76
Mittersill,47.2794472,12.4792615,Salzburg,Austria,9.8,50,50,50,0.98,357
Naples,26.1420358,-81.7948103,Florida,United States of America,51.4,80.76923077,30.76923077,69.23076923,5.14,230
Bruck an der Mur,47.40993,15.26861,Styria,Austria,5.1,75,50,50,0.51,14
Traun,48.2211299,14.2368043,Upper Austria,Austria,15.4,87.5,50,50,1.54,230
Steyr,48.05009,14.41827,Upper Austria,Austria,15.4,100,50,50,1.54,191
Chiclayo,-6.7700798,-79.8549907,Lambayeque,Peru,41.2,50,50,50,4.12,190
Karaman,37.181009,33.222243,Karaman Province,Turkey,25.4,20,0,100,2.54,318
Ozamiz,8.162411,123.7741195,,Philippines,10.6,87.5,50,50,1.06,236
Baniyas,35.1852624,35.9533322,Tartus Governorate,Syria,25.1,25,91.66666667,8.33333333,2.51,153
Trowbridge,51.319664,-2.208853,England,United Kingdom,27.2,0,100,0,2.72,212
Yongzhou,26.4203399,111.61225,Hunan,People's Republic of China,0.2,0,50,50,0.02,198
Aurora,44.00648,-79.450396,Ontario,Canada,55.1,50,37.5,62.5,5.51,151
Newport Beach,33.6188829,-117.9298493,California,United States of America,46.3,93.75,25,75,4.63,210
Dhahran,26.2361248,50.0393017,Eastern Province,Saudi Arabia,25.7,40.625,40.625,59.375,2.57,90
Buchanan,5.887247,-10.0303723,Grand Bassa County,Liberia,33.9,0,50,50,3.39,203
Amravati,20.9319821,77.7523039,Maharashtra,India,64.6,36.25,59.61538462,40.38461538,6.46,300
Belgaum,15.8496953,74.4976741,Karnataka,India,10.2,46.71052632,82.43243243,17.56756757,1.02,276
Lethbridge,49.6955856,-112.8451365,Alberta,Canada,36,68.75,36.36363636,63.63636364,3.6,330
Contagem,-19.9384589,-44.0518344,Minas Gerais,Brazil,20.6,50,75,25,2.06,90
Scranton,41.408969,-75.6624122,Pennsylvania,United States of America,56.6,92.85714286,41.66666667,58.33333333,5.66,220
Ipoh,4.597479,101.090106,Perak,Malaysia,12.2,61.11111111,50,50,1.22,29
Abbotsford,49.0504377,-122.3044697,British Columbia,Canada,20.6,64.28571429,36.45833333,63.54166667,2.06,240
Moshi,-3.3486455,37.3435249,Kilimanjaro Region,Tanzania,9.6,75,0,100,0.96,303
Tanta,30.7865086,31.0003757,Gharbia Governorate,Egypt,19.7,37.5,80,20,1.97,335
Turnhout,51.3216509,4.9375577,Flemish Region,Belgium,4.5,75,50,50,0.45,296
Makarska,43.2937769,17.0215239,Split-Dalmatia County,Croatia,33.2,100,0,100,3.32,27
Sanandaj,35.3218748,46.9861647,Kurdistan Province,Iran,3.5,3.571428571,83.33333333,16.66666667,0.35,276
Haridwar,29.9456906,78.1642478,Uttarakhand,India,21.9,71.875,53.125,46.875,2.19,52
Cascais,38.6970565,-9.4222945,Lisbon,Portugal,62.6,78.125,41.66666667,58.33333333,6.26,360
Tsukuba,36.0835255,140.0764454,Ibaraki Prefecture,Japan,38.3,100,25,75,3.83,356
Santarem,39.2366618,-8.6860119,Santarem,Portugal,13.4,95,50,50,1.34,321
Niagara Falls,43.0895577,-79.0849436,Ontario,Canada,46.3,83.33333333,43.75,56.25,4.63,210
San Pedro Sula,15.5038827,-88.0138619,Cortes Department,Honduras,15.4,28.57142857,67.85714286,32.14285714,1.54,170
Jundiai,-23.1856528,-46.8892222,Sao Paulo,Brazil,13.7,67.85714286,5,95,1.37,296
Massawa,15.6080391,39.4531069,Northern Red Sea Region,Eritrea,15,100,25,75,1.5,19
Caldas da Rainha,39.4048977,-9.135404,Leiria,Portugal,31.4,50,50,50,3.14,333
Volta Redonda,-22.5082014,-44.0934196,Rio de Janeiro,Brazil,7.1,50,50,50,0.71,100
Nove Zamky,47.9881643,18.1571098,Nitra Region,Slovakia,11.1,75,0,100,1.11,18
Hajnowka,52.74514,23.58165,Podlaskie Voivodeship,Poland,27.8,62.5,50,50,2.78,152
Karaikal,10.9254398,79.8380056,Puducherry,India,55.9,50,50,50,5.59,217
Azaz,36.5868261,37.0480843,Aleppo Governorate,Syria,39,8.333333333,50,50,3.9,259
Modling,48.08255,16.2869,Lower Austria,Austria,13.7,87.5,50,50,1.37,213
Noida,28.5355161,77.3910265,Uttar Pradesh,India,25.4,11.48255814,82.63473054,17.36526946,2.54,232
Coonoor,11.3530022,76.7959095,Tamil Nadu,India,16.8,87.5,45,55,1.68,271
David,8.4007278,-82.4427769,Chiriqui Province,Panama,56.6,80,30,70,5.66,240
Teixeira de Freitas,-17.5400307,-39.7421813,Bahia,Brazil,16.2,25,100,0,1.62,113
Albany,31.5785074,-84.155741,Georgia,United States of America,30.9,75,16.66666667,83.33333333,3.09,140
Duluth,34.0028786,-84.1446376,Georgia,United States of America,51.4,50,0,100,5.14,100
Blacksburg,37.2295733,-80.4139393,Virginia,United States of America,46.3,75,0,100,4.63,140
Newport,43.3653585,-72.1734388,New Hampshire,United States of America,8.9,100,0,100,0.89,0
Sharjah,25.3461555,55.4210932,Emirate of Sharjah,United Arab Emirates,20.6,54.41176471,36.76470588,63.23529412,2.06,50
Rio Claro,-22.4107652,-47.5596215,Sao Paulo,Brazil,7.2,25,50,50,0.72,270
Valsad,20.5992349,72.9342451,Gujarat,India,40,75,75,25,4,223
Muonio,67.9552873,23.6840919,,Finland,53.2,100,0,100,5.32,180
Kakamega,0.2827307,34.7518631,,Kenya,19.3,100,75,25,1.93,120
Middletown,41.4459271,-74.4229341,New York,United States of America,41.2,100,25,75,4.12,250
Daqing,46.5875799,125.10307,Heilongjiang,People's Republic of China,35.7,12.5,50,50,3.57,32
Abastumani,41.7555687,42.8315217,Samtskhe-Javakheti,Georgia,17.5,62.5,50,50,1.75,355
Al Wakrah,25.1659314,51.5975524,,Qatar,15.4,14.28571429,25,75,1.54,40
Witbank,-25.8727817,29.2553229,Mpumalanga,South Africa,12.2,16.25,98.4375,1.5625,1.22,82
Boston,52.97894,-0.026577,England,United Kingdom,36,62.5,25,75,3.6,260
Naga,13.6217753,123.1948238,,Philippines,11.9,70,45,55,1.19,156
Joplin,37.0842271,-94.513281,Missouri,United States of America,41.2,79.16666667,18.75,81.25,4.12,280
Bojnord,37.4702063,57.3143348,North Khorasan Province,Iran,10.3,0,50,50,1.03,0
Bahawalpur,29.35435,71.691066,,Pakistan,81.5,75,60,40,8.15,227
Vilvoorde,50.926454,4.4258375,Flemish Region,Belgium,15.4,75,50,50,1.54,260
Gospic,44.5469337,15.3750495,Lika-Senj County,Croatia,24.9,100,0,100,2.49,25
Galle,6.0535185,80.2209773,Southern Province,Sri Lanka,41,75,37.5,62.5,4.1,246
Sanya,18.2524799,109.51209,Hainan,People's Republic of China,20,70,0,100,2,260
Siedlce,52.1676031,22.2901645,Masovian Voivodeship,Poland,37.5,46.42857143,50,50,3.75,160
San Juan de Pasto,1.2058837,-77.285787,Narino Department,Colombia,11.3,70,75,25,1.13,11
Lancaster,40.0378755,-76.3055144,Pennsylvania,United States of America,77.2,66.66666667,45,55,7.72,150
Pocatello,42.8621042,-112.4506191,Idaho,United States of America,108,83.33333333,87.5,12.5,10.8,260
Bata,1.8533177,9.7790227,,Equatorial Guinea,33.6,25,25,75,3.36,202
Novo Hamburgo,-29.683463,-51.1337471,Rio Grande do Sul,Brazil,13.4,87.5,0,100,1.34,151
Abingdon-on-Thames,51.67078,-1.2879529,England,United Kingdom,15.4,100,50,50,1.54,210
Kollam,8.8932118,76.6141396,Kerala,India,15.7,75,44.11764706,55.88235294,1.57,252
Valkeakoski,61.2711827,24.0333265,,Finland,23.8,100,50,50,2.38,306
Rajshahi,24.3745146,88.604166,Rajshahi Division,Bangladesh,49.1,47.22222222,30,70,4.91,172
Brcko,44.8726563,18.8106276,Brcko District,Bosnia and Herzegovina,13.3,25,87.5,12.5,1.33,248
Simi Valley,34.2694474,-118.781482,California,United States of America,40.2,82.14285714,25,75,4.02,272
Fairfield,38.2491956,-122.0405151,California,United States of America,30.9,87.5,37.5,62.5,3.09,310
Prijedor,44.9778368,16.7060617,Republika Srpska,Bosnia and Herzegovina,9.7,75,25,75,0.97,104
Guarapuava,-25.3888586,-51.4612553,Parana,Brazil,26.8,100,0,100,2.68,324
Bangor,44.8016128,-68.7712257,Maine,United States of America,56.6,87.5,12.5,87.5,5.66,20
Rockville,39.0839973,-77.1527578,Maryland,United States of America,41.2,87.5,50,50,4.12,180
Mount Gambier,-37.8284406,140.7806761,South Australia,Australia,57.4,83.33333333,0,100,5.74,205
Laramie,41.3113669,-105.5911007,Wyoming,United States of America,97.7,100,0,100,9.77,290
Almada,38.6765238,-9.1651047,Setubal,Portugal,56.6,85.71428571,50,50,5.66,310
Armenia,4.5350004,-75.6756888,Quindio Department,Colombia,20.6,62.5,37.5,62.5,2.06,0
Okinawa,26.3343533,127.8056058,Okinawa Prefecture,Japan,41.2,80.55555556,40,60,4.12,40
Nuevo Laredo,27.4779362,-99.549573,Tamaulipas State,Mexico,51.4,37.5,68.75,31.25,5.14,150
Parkersburg,39.2667418,-81.5615135,West Virginia,United States of America,46.3,0,100,0,4.63,200
Kalgoorlie,-30.749,121.466,Western Australia,Australia,0,75,50,50,0,0
Kota,25.2138156,75.8647527,,India,61.6,30.20833333,48.4375,51.5625,6.16,247
Muradabad,28.8386481,78.7733286,Uttar Pradesh,India,25.8,37.5,43.75,56.25,2.58,31
Dimitrovgrad,42.0545053,25.5945249,Haskovo Province,Bulgaria,20.7,12.5,50,50,2.07,75
Amol,36.4676264,52.350694,Mazandaran Province,Iran,8,100,75,25,0.8,22
Fayetteville,35.0526641,-78.8783585,North Carolina,United States of America,36,77.08333333,66.66666667,33.33333333,3.6,150
Velika Gorica,45.7142122,16.0752431,Zagreb County,Croatia,15.4,25,50,50,1.54,70
Schenectady,42.8142432,-73.9395687,New York,United States of America,25.7,50,50,50,2.57,0
Albury,-36.0751193,146.9094852,New South Wales,Australia,46.3,95,8.333333333,91.66666667,4.63,300
Heze,35.2336299,115.48115,Shandong,People's Republic of China,29.8,0,50,50,2.98,109
Maracay,10.2441931,-67.6066164,Aragua,Venezuela,11,25,100,0,1.1,215
Vila Velha,-20.3518079,-40.3079697,Espirito Santo,Brazil,36,33.33333333,41.66666667,58.33333333,3.6,80
Quetzaltenango,14.8446068,-91.5231866,Quetzaltenango Department,Guatemala,51.4,29.16666667,75,25,5.14,140
Newport News,37.0870821,-76.4730122,Virginia,United States of America,51.4,66.66666667,62.5,37.5,5.14,100
Popayan,2.4448143,-76.6147395,Cauca Department,Colombia,10.1,100,25,75,1.01,275
Salto,-31.388028,-57.9612455,Salto Department,Uruguay,31.3,100,25,75,3.13,202
Lienz,46.82769,12.76272,Tyrol,Austria,7.7,100,50,50,0.77,140
Cuprija,43.9263445,21.3780076,Pomoravlje District,Serbia,5,59.375,65.625,34.375,0.5,145
Qena,26.155061,32.7160121,Qena Governorate,Egypt,44.8,50,25,75,4.48,317
Inuvik,68.3607437,-133.7230177,Northwest Territories,Canada,36,87.5,50,50,3.6,10
Batna,35.5634192,6.1889996,Batna Province,Algeria,32.3,100,25,75,3.23,207
Holland,38.2456081,-87.0361099,Indiana,United States of America,66.9,75,75,25,6.69,190
Launceston,-41.439068,147.1357671,Tasmania,Australia,20.6,68.75,50,50,2.06,350
Caslav,49.9108953,15.3907936,,Czech Republic,20.6,100,0,100,2.06,200
Shuangyashan,46.6465799,131.1591,Heilongjiang,People's Republic of China,9.7,12.5,50,50,0.97,337
Adelanto,34.5827699,-117.409215,California,United States of America,76.7,50,50,50,7.67,302
Wuhu,31.3524599,118.43313,Anhui,People's Republic of China,25.1,0,50,50,2.51,49
Huainan,32.6254899,116.9998,Anhui,People's Republic of China,30.8,0,50,50,3.08,73
Anqing,30.5429399,117.06354,Anhui,People's Republic of China,29,0,50,50,2.9,18
Fuyang,32.8896299,115.81495,Anhui,People's Republic of China,41.7,0,50,50,4.17,101
Lu'an,31.7348799,116.5232399,Anhui,People's Republic of China,25.6,0,50,50,2.56,82
Bozhou,33.8446099,115.77931,Anhui,People's Republic of China,39,0,50,50,3.9,103
Xuancheng,30.9407799,118.75866,Anhui,People's Republic of China,17.5,0,50,50,1.75,53
Ganzhou,25.8310899,114.93476,Jiangxi,People's Republic of China,6.2,0,50,50,0.62,200
Fuzhou,27.9478099,116.35809,Jiangxi,People's Republic of China,10.2,50,25,75,1.02,134
Shangrao,28.4546299,117.9435699,Jiangxi,People's Republic of China,12.4,0,50,50,1.24,59
Goldsboro,35.3848841,-77.9927651,North Carolina,United States of America,20.6,60,100,0,2.06,130
Chester,39.849557,-75.3557457,Pennsylvania,United States of America,56.6,87.5,50,50,5.66,230
Medicine Hat,50.0291676,-110.7034049,Alberta,Canada,72,87.5,34.375,65.625,7.2,100
Jindrichuv Hradec,49.1444823,15.0061389,,Czech Republic,2,100,25,75,0.2,322
Athlone,53.4239331,-7.9406898,Leinster,Ireland,11,80,25,75,1.1,160
El Cajon,32.7947731,-116.9625269,California,United States of America,46.3,50,25,75,4.63,240
George,-33.9881281,22.4529878,Western Cape,South Africa,20.6,93.75,12.5,87.5,2.06,360
Dahab,28.5091355,34.5136344,South Sinai Governorate,Egypt,45.6,100,58.33333333,41.66666667,4.56,323
Pembroke Pines,26.007765,-80.2962555,Florida,United States of America,66.9,100,75,25,6.69,190
Slapanice,49.168629,16.7273178,,Czech Republic,25.7,87.5,37.5,62.5,2.57,90
Adrian,32.5307224,-82.5892995,Georgia,United States of America,37.4,83.33333333,87.5,12.5,3.74,103
Dongying,37.4336499,118.67466,Shandong,People's Republic of China,24.8,0,50,50,2.48,25
Escondido,33.1192068,-117.086421,California,United States of America,46.3,75,12.5,87.5,4.63,220
Farmville,35.5954381,-77.5852496,North Carolina,United States of America,0,75,25,75,0,0
Raipur,21.2513844,81.6296413,Chhattisgarh,India,44.8,15.09433962,68.61702128,31.38297872,4.48,246
Jining,35.4145899,116.58724,Shandong,People's Republic of China,17.6,0,50,50,1.76,106
Tavira,37.1335906,-7.6430019,,Portugal,22.4,100,0,100,2.24,132
Sines,37.9571555,-8.8608907,Setubal,Portugal,49.2,75,50,50,4.92,311
Weihai,37.5134799,122.12171,Shandong,People's Republic of China,45.6,12.5,50,50,4.56,327
Zywiec,49.6912999,19.1823983,Silesian Voivodeship,Poland,17.1,50,50,50,1.71,201
Rizhao,35.4164599,119.52719,Shandong,People's Republic of China,38.4,10.71428571,37.5,62.5,3.84,346
Taytay,14.5585549,121.1360819,,Philippines,15.4,0,100,0,1.54,210
Linyi,35.1046499,118.3564599,Shandong,People's Republic of China,30.1,4.166666667,87.5,12.5,3.01,22
Liaocheng,36.4570199,115.9854899,Shandong,People's Republic of China,14.8,0,50,50,1.48,79
Binzhou,37.3821099,117.97279,Shandong,People's Republic of China,17.5,0,50,50,1.75,35
Castelo Branco,39.8196165,-7.4965133,Castelo Branco,Portugal,42,100,0,100,4.2,300
Albufeira,37.0890719,-8.2478796,,Portugal,79,71.42857143,33.33333333,66.66666667,7.9,334
Jeddah,21.485811,39.1925048,Mecca Province,Saudi Arabia,45.1,35.24096386,54.43037975,45.56962025,4.51,356
Folkestone,51.081397,1.169456,England,United Kingdom,4.5,75,50,50,0.45,237
Gouyave,12.1691738,-61.7261422,Saint John Parish,Grenada,77.2,50,75,25,7.72,100
Valasske Mezirici,49.4718042,17.9711369,,Czech Republic,12.9,50,100,0,1.29,151
Valledupar,10.4742449,-73.2436335,Cesar Department,Colombia,20.6,50,50,50,2.06,0
Nove Mesto nad Vahom,48.7568395,17.8253957,Trencin Region,Slovakia,20.6,50,50,50,2.06,90
Heviz,46.7902864,17.1866936,Zala County,Hungary,15.4,62.5,37.5,62.5,1.54,320
Janakpurdham,26.7271466,85.9406745,,Nepal,61.9,50,62.5,37.5,6.19,112
Latacunga,-0.9339953,-78.6145698,Cotopaxi Province,Ecuador,46.3,58.33333333,91.66666667,8.33333333,4.63,100
Puerto la Cruz,10.2007985,-64.6334643,Anzoategui,Venezuela,15.1,25,100,0,1.51,36
Nyeri,-0.437099,36.9580104,,Kenya,13.4,87.5,50,50,1.34,143
Yasuj,30.6683832,51.5875235,Kohgiluyeh and Boyer-Ahmad Province,Iran,0,0,50,50,0,0
Lukow,51.927158,22.3830241,Lublin Voivodeship,Poland,34.4,62.5,50,50,3.44,161
Litomerice,50.5384197,14.1305458,,Czech Republic,11.6,75,50,50,1.16,338
Hattiesburg,31.3271189,-89.2903392,Mississippi,United States of America,41.2,82.14285714,41.66666667,58.33333333,4.12,220
Karlovy Vary,50.2318521,12.8719616,,Czech Republic,10.3,64.28571429,16.66666667,83.33333333,1.03,0
Penrith,-33.7506759,150.687674,New South Wales,Australia,30.9,25,25,75,3.09,330
Whitby,43.8975446,-78.9429329,Ontario,Canada,56.6,86.53846154,17.30769231,82.69230769,5.66,110
Ajax,43.8508553,-79.0203732,Ontario,Canada,56.6,87.5,38.63636364,61.36363636,5.66,110
Pickering,43.8384117,-79.0867579,Ontario,Canada,56.6,75,50,50,5.66,110
Des Plaines,42.0333623,-87.8833991,Illinois,United States of America,36,100,50,50,3.6,200
Torreon,25.5428443,-103.4067861,Coahuila,Mexico,7.1,47.22222222,50,50,0.71,18
Paradise,39.7596061,-121.6219177,California,United States of America,30,75,50,50,3,245
Samokov,42.3369976,23.5527975,Sofia Province,Bulgaria,7.2,50,50,50,0.72,163
Sohag,26.5590737,31.6956705,Sohag Governorate,Egypt,35.5,25,100,0,3.55,326
Badulla,6.9934009,81.0549815,Uva Province,Sri Lanka,20.8,50,50,50,2.08,241
Jagodina,43.9834604,21.2582461,Pomoravlje District,Serbia,10.1,32.14285714,53.57142857,46.42857143,1.01,165
Surrey,49.1913466,-122.8490125,British Columbia,Canada,10.3,71.73913043,33.33333333,66.66666667,1.03,190
Bansko,41.8404241,23.485653,Blagoevgrad Province,Bulgaria,17.5,100,0,100,1.75,37
Barcelona,10.1445691,-64.67768,Anzoategui,Venezuela,17.4,12.5,50,50,1.74,25
Ambleside,54.428736,-2.961333,England,United Kingdom,8.7,87.5,50,50,0.87,353
Everett,47.9789848,-122.2020794,Washington,United States of America,17.9,88.63636364,32.14285714,67.85714286,1.79,272
Sumperk,49.9778407,16.9717754,,Czech Republic,12.6,75,50,50,1.26,57
Zory,50.0447236,18.7006401,Silesian Voivodeship,Poland,17.2,25,50,50,1.72,214
Mersa Matruh,31.3543445,27.2373159,Matrouh Governorate,Egypt,30.9,87.5,37.5,62.5,3.09,260
Petrinja,45.4422535,16.2768591,Sisak-Moslavina County,Croatia,14.4,75,50,50,1.44,84
Kutina,45.4792811,16.7763267,Sisak-Moslavina County,Croatia,17.7,45,25,75,1.77,59
Novalja,44.5561811,14.8854242,Lika-Senj County,Croatia,60.6,50,50,50,6.06,63
Agrinio,38.6244897,21.4096034,West Greece Region,Greece,12.7,75,50,50,1.27,65
Solihull,52.411811,-1.77761,England,United Kingdom,25.7,100,0,100,2.57,60
Ogulin,45.265949,15.2238814,,Croatia,6.4,100,0,100,0.64,297
Delnice,45.3987305,14.8016108,Primorje-Gorski Kotar County,Croatia,16.5,100,0,100,1.65,70
Novska,45.33999,16.9785966,Sisak-Moslavina County,Croatia,14.7,100,0,100,1.47,90
Slunj,45.1150317,15.5854843,,Croatia,5.3,100,0,100,0.53,161
Columbia,39.2037144,-76.8610462,Maryland,United States of America,56.6,100,25,75,5.66,160
Pingdingshan,33.7660899,113.19241,Henan,People's Republic of China,22.7,15,75,25,2.27,64
Xinxiang,35.3032299,113.92675,Henan,People's Republic of China,19.4,0,100,0,1.94,47
Jiaozuo,35.2156299,113.24201,Henan,People's Republic of China,31.5,0,50,50,3.15,68
Puyang,35.7618899,115.02932,Henan,People's Republic of China,24.9,0,50,50,2.49,127
Xuchang,34.0356999,113.85233,Henan,People's Republic of China,24.5,0,50,50,2.45,52
Luohe,33.5814899,114.01681,Henan,People's Republic of China,27.6,0,50,50,2.76,73
Sanmenxia,34.7727068,111.2000526,Henan,People's Republic of China,43.9,0,50,50,4.39,112
Nanyang,32.9907299,112.52851,Henan,People's Republic of China,45.7,0,50,50,4.57,34
Shangqiu,34.4142699,115.65635,Henan,People's Republic of China,33.9,0,50,50,3.39,105
Xinyang,32.1471399,114.09279,Henan,People's Republic of China,20.4,0,50,50,2.04,64
Airdrie,51.2926993,-114.0134073,Alberta,Canada,46.3,62.5,25,75,4.63,40
Changde,29.0315799,111.69854,Hunan,People's Republic of China,18.3,0,50,50,1.83,276
Yiyang,28.5539103,112.3551607,Hunan,People's Republic of China,12.2,0,50,50,1.22,311
Chenzhou,25.7706299,113.01485,Hunan,People's Republic of China,8.7,0,50,50,0.87,22
Aksu,41.1676299,80.26338,Xinjiang,People's Republic of China,6.6,75,100,0,0.66,120
Welland,42.9921579,-79.2482555,Ontario,Canada,30.9,45,45,55,3.09,120
Oakville,43.467517,-79.6876659,Ontario,Canada,13.4,80,33.33333333,66.66666667,1.34,18
Milton,43.5182991,-79.8774042,Ontario,Canada,22.4,81.81818182,29.54545455,70.45454545,2.24,104
Panzhihua,26.5822799,101.71872,Sichuan,People's Republic of China,7.3,0,50,50,0.73,314
Luzhou,28.8716999,105.44257,Sichuan,People's Republic of China,16.4,0,50,50,1.64,177
Deyang,31.1267899,104.3979,Sichuan,People's Republic of China,20.3,0,50,50,2.03,188
