City,Latitude,Longitude,Region,Country,Nwind_speed,AirQuality,WaterPollution,RealWater,wind_speed,wind_direction
Torun,53.0137902,18.5984437,Kuyavian-Pomeranian Voivodeship,Poland,51.4,37.5,42.85714286,57.14285714,5.14,260
Charleston,32.7764749,-79.9310512,South Carolina,United States of America,82.3,75,57.69230769,42.30769231,8.23,40
Bariloche,-41.1334722,-71.3102778,Rio Negro Province,Argentina,40.8,83.33333333,41.66666667,58.33333333,4.08,264
Lucknow,26.8466937,80.946166,Uttar Pradesh,India,16,25.66666667,72.82608696,27.17391304,1.6,261
Salford,53.4875235,-2.2901264,England,United Kingdom,72,100,50,50,7.2,80
Basra,30.5257657,47.773797,Basra Governorate,Iraq,97.7,27.08333333,72.91666667,27.08333333,9.77,280
Dover,43.1978624,-70.8736698,New Hampshire,United States of America,0,100,50,50,0,0
Dnipro,48.464717,35.046183,Dnipropetrovsk Oblast,Ukraine,15.4,24.19354839,70.65217391,29.34782609,1.54,270
Nashua,42.7653662,-71.467566,New Hampshire,United States of America,20.6,87.5,0,100,2.06,120
Medellin,6.2476376,-75.5658153,Antioquia Department,Colombia,41.2,23.9010989,38.23529412,61.76470588,4.12,120
Kobe,34.6900806,135.1956311,Hyogo Prefecture,Japan,32,80,33.33333333,66.66666667,3.2,52
Kayseri,38.720489,35.482597,Kayseri Province,Turkey,30.9,25,62.5,37.5,3.09,330
Recife,-8.0577401,-34.8829629,Pernambuco,Brazil,41.2,49.16666667,77.41935484,22.58064516,4.12,180
Manchester,42.9956397,-71.4547891,New Hampshire,United States of America,34.2,76.92307692,38.88888889,61.11111111,3.42,308
Amritsar,31.6339793,74.8722642,Punjab,India,10.3,21.56862745,76.70454545,23.29545455,1.03,230
Oak Ridge,36.0103561,-84.2696449,Tennessee,United States of America,46.3,87.5,50,50,4.63,170
Strumica,41.4378004,22.6427428,Strumica Municipality,North Macedonia,30.9,68.75,28.125,71.875,3.09,330
San Luis Obispo,35.2827524,-120.6596156,California,United States of America,0,92.5,45.83333333,54.16666667,0,0
Cambridge,42.3736158,-71.1097335,Massachusetts,United States of America,20.6,91.66666667,21.875,78.125,2.06,0
West Hartford,41.7620842,-72.7420151,Connecticut,United States of America,22.8,91.66666667,6.25,93.75,2.28,332
New Haven,41.308274,-72.9278835,Connecticut,United States of America,92.6,81.81818182,37.5,62.5,9.26,310
New Bedford,41.6362152,-70.934205,Massachusetts,United States of America,66.9,25,75,25,6.69,100
Stamford,41.0534302,-73.5387341,Connecticut,United States of America,36,50,54.16666667,45.83333333,3.6,260
Bridgeport,41.1792258,-73.1894384,Connecticut,United States of America,30.9,79.16666667,66.66666667,33.33333333,3.09,190
Waterbury,41.5581525,-73.0514965,Connecticut,United States of America,31.3,80,0,100,3.13,193
Worcester,42.2625932,-71.8022934,Massachusetts,United States of America,51.4,91.66666667,75,25,5.14,170
Pittsfield,42.4500845,-73.2453824,Massachusetts,United States of America,30.9,89.28571429,100,0,3.09,180
Fall River,41.7014912,-71.1550451,Massachusetts,United States of America,41.2,100,50,50,4.12,150
Newton,42.3370413,-71.2092214,Massachusetts,United States of America,56.6,75,50,50,5.66,280
Danbury,41.394817,-73.4540111,Connecticut,United States of America,25.7,75,0,100,2.57,230
Somerville,42.3875968,-71.0994968,Massachusetts,United States of America,30.9,100,12.5,87.5,3.09,180
Portland,43.6590993,-70.2568189,Maine,United States of America,66.9,82.14285714,42.85714286,57.14285714,6.69,100
Rochester,43.1565779,-77.6088465,New York,United States of America,41.2,64.70588235,47.91666667,52.08333333,4.12,180
Irvine,33.6845673,-117.8265049,California,United States of America,66.9,63.15789474,33.33333333,66.66666667,6.69,100
Fremont,37.5485396,-121.988583,California,United States of America,56.6,79.16666667,15,85,5.66,190
Scottsdale,33.4941704,-111.9260519,Arizona,United States of America,66.9,68.75,28.84615385,71.15384615,6.69,180
Reno,39.529919,-119.8142691,Nevada,United States of America,46.3,70.93023256,28.84615385,71.15384615,4.63,210
Winston-Salem,36.0998596,-80.244216,North Carolina,United States of America,46.3,94.44444444,5,95,4.63,360
Durham,35.9940329,-78.898619,North Carolina,United States of America,31.3,75,39.58333333,60.41666667,3.13,159
Norfolk,36.8507689,-76.2858726,Virginia,United States of America,53.6,100,75,25,5.36,190
Orlando,28.5383832,-81.3789269,Florida,United States of America,30.9,75.73529412,48.38709677,51.61290323,3.09,140
Greensboro,36.0726354,-79.7919754,North Carolina,United States of America,15.4,76.66666667,31.81818182,68.18181818,1.54,100
Toledo,41.6528052,-83.5378674,Ohio,United States of America,72,75,75,25,7.2,70
Stockton,37.9577016,-121.2907796,California,United States of America,25.7,44.23076923,71.875,28.125,2.57,210
Lexington,38.0405837,-84.5037164,Kentucky,United States of America,20.6,89.28571429,40,60,2.06,220
Corpus Christi,27.8005828,-97.396381,Texas,United States of America,51.4,70,68.18181818,31.81818182,5.14,180
Riverside,33.9806005,-117.3754942,California,United States of America,46.3,45.83333333,53.33333333,46.66666667,4.63,330
Santa Ana,33.7454725,-117.867653,California,United States of America,61.7,50,55,45,6.17,200
Aurora,39.7294319,-104.8319195,Colorado,United States of America,97.7,45.83333333,33.33333333,66.66666667,9.77,160
Anaheim,33.8365932,-117.9143012,California,United States of America,26.8,55.76923077,33.33333333,66.66666667,2.68,256
Tampa,27.950575,-82.4571776,Florida,United States of America,46.3,79.78723404,45.93023256,54.06976744,4.63,210
Bakersfield,35.3732921,-119.0187125,California,United States of America,25.7,16.66666667,68.47826087,31.52173913,2.57,90
Colorado Springs,38.8338816,-104.8213634,Colorado,United States of America,46.3,79.41176471,38.39285714,61.60714286,4.63,210
Virginia Beach,36.8516437,-75.9792194,Virginia,United States of America,51.4,85.52631579,36.66666667,63.33333333,5.14,280
Mesa,33.4151843,-111.8314724,Arizona,United States of America,25.7,68.75,31.25,68.75,2.57,0
Wichita,37.6871761,-97.330053,Kansas,United States of America,56.6,86.36363636,33.82352941,66.17647059,5.66,170
Henderson,36.0395247,-114.9817213,Nevada,United States of America,56.6,67.85714286,35,65,5.66,90
Fort Wayne,41.079273,-85.1393513,Indiana,United States of America,36,66.66666667,43.75,56.25,3.6,240
Chula Vista,32.6400541,-117.0841955,California,United States of America,20.6,37.5,75,25,2.06,0
Chandler,33.3061605,-111.8412502,Arizona,United States of America,36,65,45,55,3.6,310
Lubbock,33.5778631,-101.8551665,Texas,United States of America,72,69.64285714,34.09090909,65.90909091,7.2,210
Garland,32.912624,-96.6388833,Texas,United States of America,66.9,75,50,50,6.69,240
Balzers,47.0655826,9.5074526,,Liechtenstein,41.2,75,0,100,4.12,180
Garden Grove,33.7742692,-117.9379952,California,United States of America,56.6,75,0,100,5.66,40
Mississauga,43.5890452,-79.6441198,Ontario,Canada,72,81.69642857,32.69230769,67.30769231,7.2,200
Demmin,53.9056285,13.0498414,Mecklenburg-Western Pomerania,Germany,4.4,100,50,50,0.44,312
Osorno,-40.5761897,-73.1149469,Los Lagos Region,Chile,46.3,25,62.5,37.5,4.63,210
Ovalle,-30.604304,-71.1969882,Coquimbo Region,Chile,46.3,100,25,75,4.63,80
Cali,3.4516467,-76.5319854,Valle del Cauca Department,Colombia,26.7,67.04545455,42.1875,57.8125,2.67,153
Pereira,4.8087174,-75.690601,Risaralda Department,Colombia,72,25,75,25,7.2,20
Gniezno,52.5349253,17.5826575,Greater Poland Voivodeship,Poland,16.5,50,0,100,1.65,236
Puente Alto,-33.6186082,-70.5906057,Santiago Metropolitan Region,Chile,20.6,0,50,50,2.06,0
Punta Arenas,-53.1638329,-70.9170683,Magellan and the Chilean Antarctic Region,Chile,30.9,94.44444444,45,55,3.09,200
Gilbert,33.3528264,-111.789027,Arizona,United States of America,21.7,75,0,100,2.17,212
Tempe,33.4255104,-111.9400054,Arizona,United States of America,15,68.18181818,46.42857143,53.57142857,1.5,258
Peoria,33.5805955,-112.2373779,Arizona,United States of America,61.7,65,15,85,6.17,330
Surprise,33.6292337,-112.3679279,Arizona,United States of America,41.2,100,0,100,4.12,180
Plano,33.0198431,-96.6988856,Texas,United States of America,25.7,78.57142857,32.14285714,67.85714286,2.57,0
Irving,32.8140177,-96.9488945,Texas,United States of America,41.2,62.5,37.5,62.5,4.12,240
Amarillo,35.2219971,-101.8312969,Texas,United States of America,58.1,53.125,53.125,46.875,5.81,162
Brownsville,25.9017472,-97.4974838,Texas,United States of America,35.8,57.14285714,68.75,31.25,3.58,202
Mesquite,32.7667955,-96.5991593,Texas,United States of America,87.5,50,75,25,8.75,170
McKinney,33.1983388,-96.6389342,Texas,United States of America,56.6,87.5,18.75,81.25,5.66,60
McAllen,26.2034071,-98.2300124,Texas,United States of America,97.7,87.5,35.71428571,64.28571429,9.77,160
Chiang Mai,18.7883439,98.9853008,Chiang Mai,Thailand,77.2,19.27710843,59.45945946,40.54054054,7.72,140
Kolomyia,48.5304917,25.0412054,Ivano-Frankivsk Oblast,Ukraine,0,75,0,100,0,0
Orem,40.2968979,-111.6946475,Utah,United States of America,53.6,65.625,33.33333333,66.66666667,5.36,0
Ogden,41.223,-111.9738304,Utah,United States of America,82.3,80.55555556,0,100,8.23,130
Rosario,-32.9587022,-60.6930416,Santa Fe Province,Argentina,25.7,71.42857143,57.14285714,42.85714286,2.57,210
Mar del Plata,-38.0054771,-57.5426106,Buenos Aires Province,Argentina,22.6,82.14285714,35.71428571,64.28571429,2.26,158
Kalisz,51.7672799,18.0853462,Greater Poland Voivodeship,Poland,36,50,50,50,3.6,280
Konin,52.2230334,18.2510729,Greater Poland Voivodeship,Poland,41.2,25,25,75,4.12,270
Leszno,51.8419861,16.5937545,Greater Poland Voivodeship,Poland,20.6,75,50,50,2.06,210
Faenza,44.2898527,11.8774091,Emilia-Romagna,Italy,51.4,75,50,50,5.14,320
Richmond Hill,43.8828401,-79.4402808,Ontario,Canada,14.5,89.28571429,8.333333333,91.66666667,1.45,200
Newmarket,44.059187,-79.461256,Ontario,Canada,20.6,100,0,100,2.06,256
Saltillo,25.4383234,-100.973678,Coahuila,Mexico,16.6,68.33333333,42.85714286,57.14285714,1.66,214
Bahia Blanca,-38.7183177,-62.2663478,Buenos Aires Province,Argentina,10.3,58.33333333,58.33333333,41.66666667,1.03,0
Haverhill,42.7762015,-71.0772796,Massachusetts,United States of America,48.1,100,50,50,4.81,132
Beverly,42.5584283,-70.880049,Massachusetts,United States of America,56.1,100,0,100,5.61,153
Medford,42.4184296,-71.1061639,Massachusetts,United States of America,30.9,100,0,100,3.09,360
Woburn,42.4792618,-71.1522765,Massachusetts,United States of America,43.4,87.5,50,50,4.34,328
Norwalk,41.117744,-73.4081575,Connecticut,United States of America,25.7,75,30,70,2.57,280
East Providence,41.8137116,-71.3700545,Rhode Island,United States of America,4.5,100,50,50,0.45,149
Woonsocket,42.0028761,-71.5147839,Rhode Island,United States of America,66.9,80,100,0,6.69,100
Nykoping,58.7528439,17.0091593,Sodermanland County,Sweden,66.9,100,50,50,6.69,100
Kumanovo,42.1322895,21.7256936,Kumanovo Municipality,North Macedonia,8.9,16.66666667,91.66666667,8.33333333,0.89,234
Visby,57.6348,18.29484,Gotland County,Sweden,56.6,75,0,100,5.66,150
Valencia,10.1579312,-67.9972104,Carabobo,Venezuela,20.6,39.28571429,96.42857143,3.57142857,2.06,70
Cuenca,-2.9001285,-79.0058965,Azuay Province,Ecuador,41.2,45.39473684,28.67647059,71.32352941,4.12,80
Fuenlabrada,40.2774625,-3.7943157,Community of Madrid,Spain,14.6,87.5,100,0,1.46,337
Harrow,51.580559,-0.341995,England,United Kingdom,51.4,75,58.33333333,41.66666667,5.14,110
Cabanatuan,15.4865047,120.973393,,Philippines,15.5,33.33333333,50,50,1.55,187
Novi Sad,45.2396085,19.8227056,,Serbia,66.9,59.23913043,47.15909091,52.84090909,6.69,190
San Fernando,15.0593937,120.6567054,,Philippines,30.9,0,100,0,3.09,280
Angeles,15.1449853,120.5887029,,Philippines,36,32.8125,79.6875,20.3125,3.6,240
Punta del Este,-34.9363205,-54.9377826,Maldonado Department,Uruguay,12.7,81.25,50,50,1.27,76
San Bernardo,-33.5854485,-70.6987361,Santiago Metropolitan Region,Chile,21.9,10.88709677,88.72282609,11.27717391,2.19,267
Olongapo,14.8386303,120.2842023,,Philippines,10.3,64.28571429,79.16666667,20.83333333,1.03,230
Newcastle,-32.9282712,151.7816802,New South Wales,Australia,10.3,78,39.28571429,60.71428571,1.03,230
Venice,27.0997775,-82.4542632,Florida,United States of America,20.6,91.66666667,16.66666667,83.33333333,2.06,230
Xuzhou,34.2043999,117.28577,Jiangsu,People's Republic of China,12.2,12.5,75,25,1.22,253
Lianyungang,34.5966899,119.22295,Jiangsu,People's Republic of China,20.6,0,50,50,2.06,60
Suqian,33.9619299,118.27549,Jiangsu,People's Republic of China,41.2,0,50,50,4.12,290
Huai'an,33.551052,119.113185,Jiangsu,People's Republic of China,46.3,15,25,75,4.63,230
Yancheng,33.3495099,120.16164,Jiangsu,People's Republic of China,26.5,0,50,50,2.65,83
Yangzhou,32.3935799,119.41269,Jiangsu,People's Republic of China,25.6,0,50,50,2.56,14
Taizhou,32.4554599,119.92554,Jiangsu,People's Republic of China,28.2,0,50,50,2.82,44
Annaberg-Buchholz,50.5851268,13.0149313,Saxony,Germany,33.9,87.5,50,50,3.39,16
Nantong,31.9795799,120.89371,Jiangsu,People's Republic of China,44.4,7.142857143,58.33333333,41.66666667,4.44,350
Zhenjiang,32.1895899,119.425,Jiangsu,People's Republic of China,44,12.5,62.5,37.5,4.4,6
Changzhou,31.8107199,119.97365,Jiangsu,People's Republic of China,46.3,4.166666667,62.5,37.5,4.63,352
Jiaxing,30.753924,120.758543,Zhejiang,People's Republic of China,18.8,0,50,50,1.88,228
Jinhua,29.0781199,119.64759,Zhejiang,People's Republic of China,45.9,0,50,50,4.59,352
Quzhou,28.9359199,118.87419,Zhejiang,People's Republic of China,4.5,0,50,50,0.45,45
Lishui,28.4671999,119.92293,Zhejiang,People's Republic of China,40.5,0,50,50,4.05,357
Zhoushan,29.9853899,122.20778,Zhejiang,People's Republic of China,41.3,12.5,50,50,4.13,342
Banff,51.1783972,-115.5708073,Alberta,Canada,9.5,100,0,100,0.95,198
Shijiazhuang,38.0427599,114.5143,Hebei,People's Republic of China,6.6,0,100,0,0.66,188
Tangshan,39.6304499,118.18022,Hebei,People's Republic of China,5.3,0,50,50,0.53,179
Qinhuangdao,39.9354499,119.59964,Hebei,People's Republic of China,44.2,0,50,50,4.42,197
Xingtai,37.0705499,114.50443,Hebei,People's Republic of China,41.2,0,50,50,4.12,220
Baoding,38.8739599,115.46459,Hebei,People's Republic of China,26.1,35.71428571,33.33333333,66.66666667,2.61,97
Zhangjiakou,40.7686911,114.8855792,Hebei,People's Republic of China,19.5,0,50,50,1.95,13
Chengde,40.9514999,117.9634,Hebei,People's Republic of China,25.4,0,50,50,2.54,346
Cangzhou,38.3044099,116.83869,Hebei,People's Republic of China,16.2,0,25,75,1.62,169
Langfang,39.5377499,116.68376,Hebei,People's Republic of China,21.3,0,50,50,2.13,18
Hengshui,37.7388599,115.67054,Hebei,People's Republic of China,15,0,50,50,1.5,68
Doncaster,53.52282,-1.128462,England,United Kingdom,12.3,15,45.83333333,54.16666667,1.23,5
Kakinada,16.9890648,82.2474648,Andhra Pradesh,India,34.5,62.5,37.5,62.5,3.45,72
Zhuhai,22.2708599,113.57666,Guangdong,People's Republic of China,13.1,41.66666667,65,35,1.31,116
Shantou,23.3534999,116.68221,Guangdong,People's Republic of China,40.5,25,50,50,4.05,91
Narvik,68.4384984,17.4272612,Nordland,Norway,25.7,90,100,0,2.57,250
Shaoguan,24.8103899,113.59723,Guangdong,People's Republic of China,22.9,25,50,50,2.29,220
Jiangmen,22.5786499,113.08161,Guangdong,People's Republic of China,30.9,12.5,50,50,3.09,0
Zhanjiang,21.2713399,110.35894,Guangdong,People's Republic of China,0,35,50,50,0,0
Zhaoqing,23.0468999,112.46528,Guangdong,People's Republic of China,33.7,12.5,50,50,3.37,243
Mo i Rana,66.3137122,14.1419749,Nordland,Norway,2.6,80,0,100,0.26,67
Huizhou,23.1125099,114.41552,Guangdong,People's Republic of China,10.3,25,50,50,1.03,246
Meizhou,24.2884399,116.12264,Guangdong,People's Republic of China,26.9,25,50,50,2.69,201
Shanwei,22.7856599,115.3751399,Guangdong,People's Republic of China,4.5,30,50,50,0.45,80
Heyuan,23.7437299,114.70039,Guangdong,People's Republic of China,41.2,40,0,100,4.12,290
Yangjiang,21.8582899,111.98256,Guangdong,People's Republic of China,4.4,20,100,0,0.44,36
Dongguan,23.0206699,113.75179,Guangdong,People's Republic of China,3.5,35,50,50,0.35,17
Zhongshan,22.5159499,113.3926,Guangdong,People's Republic of China,42.8,29.16666667,87.5,12.5,4.28,227
Chaozhou,23.6566999,116.62296,Guangdong,People's Republic of China,4.1,25,50,50,0.41,150
Yunfu,22.9152499,112.04453,Guangdong,People's Republic of China,8.6,25,50,50,0.86,250
Uzice,43.8555729,19.842471,Zlatibor District,Serbia,4.4,25,75,25,0.44,27
Columbia,38.9517053,-92.3340724,Missouri,United States of America,7.5,96.42857143,25,75,0.75,173
Swakopmund,-22.6467427,14.6004911,Erongo Region,Namibia,18.7,50,50,50,1.87,98
Bejaia,36.7515258,5.0556837,Bejaia Province,Algeria,2.5,58.33333333,50,50,0.25,166
Zalaegerszeg,46.8416936,16.8416322,Zala County,Hungary,6.5,0,100,0,0.65,257
Napa,38.2975381,-122.286865,California,United States of America,25.7,92.85714286,37.5,62.5,2.57,0
Ashkelon,31.6687885,34.5742523,Southern District,Israel,27.5,5,100,0,2.75,109
Malacca,2.189594,102.2500868,Melaka,Malaysia,20.6,75,25,75,2.06,90
George Town,5.4141307,100.3287506,,Malaysia,11.8,50,58.33333333,41.66666667,1.18,90
Campeche,19.8301251,-90.5349087,Campeche,Mexico,56.6,80,68.75,31.25,5.66,200
Chihuahua City,28.6329957,-106.0691004,Chihuahua,Mexico,15.1,81.25,47.91666667,52.08333333,1.51,357
Colima,19.2452342,-103.7240868,Colima,Mexico,0,75,37.5,62.5,0,0
Latur,18.4087934,76.5603828,Maharashtra,India,26.8,83.33333333,58.33333333,41.66666667,2.68,80
Brandon,49.848471,-99.9500904,Manitoba,Canada,51.4,85,40,60,5.14,320
Nellore,14.4425987,79.986456,Andhra Pradesh,India,30.9,31.48148148,66.66666667,33.33333333,3.09,120
Navi Mumbai,19.0330488,73.0296625,Maharashtra,India,41.2,40.2173913,55.27522936,44.72477064,4.12,250
Jonesboro,35.835696,-90.7051346,Arkansas,United States of America,54.6,50,50,50,5.46,241
Semey,50.4233463,80.250811,East Kazakhstan Region,Kazakhstan,51.4,25,75,25,5.14,70
Taicang,31.5498799,121.25804,Jiangsu,People's Republic of China,47.6,0,100,0,4.76,182
Vanadzor,40.807399,44.4970268,Lori Region,Armenia,36,25,50,50,3.6,260
General Trias,14.3214094,120.907304,,Philippines,25.7,25,25,75,2.57,170
Magallanes,14.158284,120.7464897,,Philippines,33.8,50,50,50,3.38,124
Barranquilla,11.0041072,-74.8069813,Atlantico Department,Colombia,52.6,52.77777778,50,50,5.26,356
Koszalin,54.1943219,16.1714908,West Pomeranian Voivodeship,Poland,26,55,50,50,2.6,190
Abadan,30.347296,48.2934004,Khuzestan Province,Iran,2,0,50,50,0.2,22
Bacoor,14.4129931,120.9736786,,Philippines,5.1,33.33333333,71.42857143,28.57142857,0.51,293
Dasmarinas,14.2990183,120.9589699,,Philippines,41.2,28.57142857,79.6875,20.3125,4.12,300
Imus,14.4064221,120.9405057,,Philippines,20.8,25,60,40,2.08,81
Tagaytay,14.115286,120.9621165,,Philippines,10.3,86.11111111,37.5,62.5,1.03,240
Vernier,46.2122638,6.1052686,Canton of Geneva,Switzerland,15.4,12.5,75,25,1.54,210
Baden,47.47288,8.30809,Canton Aargau,Switzerland,2.7,75,20,80,0.27,200
Nyon,46.3832683,6.2347852,Canton of Vaud,Switzerland,15.4,100,0,100,1.54,210
Lancy,46.1885168,6.1144546,Canton of Geneva,Switzerland,3,75,0,100,0.3,230
Dubendorf,47.3971476,8.6180128,Canton of Zurich,Switzerland,10.3,100,50,50,1.03,350
Baar,47.1953729,8.526087,Canton of Zug,Switzerland,36,75,50,50,3.6,310
High Wycombe,51.628611,-0.748229,England,United Kingdom,10.3,62.5,50,50,1.03,350
Glogow,51.6635852,16.0846672,Lower Silesian Voivodeship,Poland,10.3,50,50,50,1.03,350
Jaipur,26.9124336,75.7872709,Rajasthan,India,40.2,43.6746988,63.55263158,36.44736842,4.02,265
Kanpur,26.449923,80.3318736,Uttar Pradesh,India,1.8,16.40625,76.66666667,23.33333333,0.18,192
Indore,22.7195687,75.8577258,Madhya Pradesh,India,9.6,45,70.56451613,29.43548387,0.96,47
Davos,46.8027453,9.8359701,Grisons,Switzerland,14,100,50,50,1.4,212
La Chaux-de-Fonds,47.1034892,6.8327838,Canton of Neuchatel,Switzerland,25.7,75,0,100,2.57,290
Olten,47.3499624,7.9037033,Canton of Solothurn,Switzerland,8.7,80,100,0,0.87,42
Sion,46.2331221,7.360626,Canton of Valais,Switzerland,70.7,80,6.25,93.75,7.07,276
Zug,47.1661672,8.5154946,Canton of Zug,Switzerland,18.1,91.66666667,8.333333333,91.66666667,1.81,332
Vevey,46.4628333,6.8419192,Canton of Vaud,Switzerland,5.1,100,0,100,0.51,0
Nanping,26.6414099,118.17792,Fujian,People's Republic of China,8.9,37.5,50,50,0.89,184
Putian,25.4539999,119.00771,Fujian,People's Republic of China,61.7,35,50,50,6.17,250
Sanming,26.2638499,117.63922,Fujian,People's Republic of China,0,25,50,50,0,0
Quanzhou,24.8740499,118.67583,Fujian,People's Republic of China,8.8,25,75,25,0.88,185
Xiamen,24.4795099,118.0894799,Fujian,People's Republic of China,11.4,61.11111111,48.21428571,51.78571429,1.14,151
Zhangzhou,24.5134699,117.64725,Fujian,People's Republic of China,10.9,0,50,50,1.09,7
Longyan,25.0750399,117.01722,Fujian,People's Republic of China,13.2,25,50,50,1.32,120
Ningde,26.6657099,119.54819,Fujian,People's Republic of China,17.4,25,50,50,1.74,43
Solothurn,47.2088348,7.532291,Canton of Solothurn,Switzerland,20,100,50,50,2,120
Chur,46.8507835,9.5319859,Grisons,Switzerland,9.5,100,0,100,0.95,125
Xining,36.6172899,101.77782,Qinghai,People's Republic of China,4.8,5,75,25,0.48,210
Cham,47.181225,8.4592089,Canton of Zug,Switzerland,10.4,100,0,100,1.04,312
